synced_at,source_env,bot_group,strategy,model,symbol,side,qty,filled_qty,filled_avg_price,filled_at,submitted_at,status,order_type,order_class,time_in_force,order_id,client_order_id
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,RDW,sell,54,54,13.88,2026-05-14 19:34:32.491751+00:00,2026-05-14 19:34:31.871417+00:00,filled,market,simple,day,a7dcdce3-8f2c-4328-9854-f1e1b1a2723c,1dcc32f6-2a00-4910-8f54-28204fdda301
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,ONDS,sell,69,69,11.48,2026-05-14 19:34:34.195034+00:00,2026-05-14 19:34:31.820840+00:00,filled,market,simple,day,8d99f5bc-1d84-4b37-a1d7-2b6997d9dea5,226213f8-c6f5-4b23-a2e5-dedaeef29891
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,KLAR,sell,47,47,16.31,2026-05-14 19:34:32.092265+00:00,2026-05-14 19:34:31.727478+00:00,filled,market,simple,day,be3538c1-80ae-4308-a2e1-8a26bd22e45c,0beddf3a-78c7-4f6e-8b6b-419946afc941
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,ONDS,sell,69,0,,,2026-05-14 15:33:59.077498+00:00,canceled,limit,bracket,day,bc0b2721-9e1f-4393-8a21-82cec721cf51,3a5ea3ff-a593-40b9-922f-95f0ded8cf5d
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,KLAR,sell,47,0,,,2026-05-14 15:33:57.479506+00:00,canceled,limit,bracket,day,39dfec73-0783-4d0c-b170-1e7c25c23803,252e5e6d-3776-489f-a8c1-59e6ccafe912
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,KLAR,buy,47,47,15.86,2026-05-14 15:33:57.467930+00:00,2026-05-14 15:33:56.512996+00:00,filled,market,bracket,day,260f64db-46a9-4701-be37-b111ab075550,9ac62088-40ce-4f62-bf49-75768ae6069b
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,KLAR,sell,47,0,,,2026-05-14 15:33:56.498785+00:00,canceled,stop,bracket,day,a1a1ce72-29f8-4961-adfc-063c9d64fe1c,0c15ff4f-9173-4b17-be15-a4a718c88f21
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,RDW,sell,54,0,,,2026-05-14 15:33:56.416065+00:00,canceled,limit,bracket,day,1ae3bd6e-6b34-435b-b128-588ec86c1406,ebf510b5-1524-4d1d-a73d-ca7b78e6b256
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,ONDS,buy,69,69,10.71,2026-05-14 15:33:59.070672+00:00,2026-05-14 15:33:55.981299+00:00,filled,market,bracket,day,98b27e89-a805-410b-bf77-0e8d5c906745,2f5255fe-51e9-4bfb-b02e-731cf073e2d7
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,ONDS,sell,69,0,,,2026-05-14 15:33:55.975502+00:00,canceled,stop,bracket,day,31d792d3-08ca-4a59-9012-e3ae407f4379,a9efe8b8-6897-42ce-abcb-defcefdeca9b
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,RDW,buy,54,54,13.83,2026-05-14 15:33:56.394312+00:00,2026-05-14 15:33:55.473274+00:00,filled,market,bracket,day,27919e85-2be4-47af-8f4a-344d5cdc4182,da5523c2-bc5b-4632-8b3a-6c4e62e22fdb
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,RDW,sell,54,0,,,2026-05-14 15:33:55.461271+00:00,canceled,stop,bracket,day,e28f10f0-f289-4ac9-911d-1a3ddf6770d4,e6a84e7d-faa9-48a1-9589-f7478dae9245
2026-05-16 21:21:09,C:\Users\RodgerTucker\alpaca-bot\.env,DIRECT_SCANNER,direct_scanner_unknown,direct_scanner_closed_order,RDW,sell,9,9,10.99,2026-05-08 19:34:23.859159+00:00,2026-05-08 19:34:21.988967+00:00,filled,market,simple,day,e1163bfc-d488-4704-8de2-7a448e93f2ca,a75ebfe4-4dc1-442c-bc7d-0abfe95c530b
